,Order ID,Order Date,Segment,State,Region,Category,Sales,Ano,Day of Week,Month
44,CA-2017-118255,2017-11-03,Corporate,Minnesota,Central,Technology,45.98,2017,4,11
45,CA-2017-118255,2017-11-03,Corporate,Minnesota,Central,Office Supplies,17.46,2017,4,11
46,CA-2015-146703,2015-10-20,Consumer,Michigan,Central,Office Supplies,211.96,2015,1,10
47,CA-2017-169194,2017-06-20,Consumer,Delaware,East,Technology,45.0,2017,1,6
48,CA-2017-169194,2017-06-20,Consumer,Delaware,East,Technology,21.8,2017,1,6
49,CA-2016-115742,2016-04-18,Consumer,Indiana,Central,Office Supplies,38.22,2016,0,4
50,CA-2016-115742,2016-04-18,Consumer,Indiana,Central,Office Supplies,75.18,2016,0,4
51,CA-2016-115742,2016-04-18,Consumer,Indiana,Central,Furniture,6.16,2016,0,4
52,CA-2016-115742,2016-04-18,Consumer,Indiana,Central,Furniture,89.99,2016,0,4
53,CA-2017-105816,2017-11-12,Corporate,New York,East,Office Supplies,15.26,2017,6,11
54,CA-2017-105816,2017-11-12,Corporate,New York,East,Technology,1029.95,2017,6,11
55,CA-2017-111682,2017-06-17,Consumer,New York,East,Office Supplies,208.56,2017,5,6
56,CA-2017-111682,2017-06-17,Consumer,New York,East,Office Supplies,32.4,2017,5,6
57,CA-2017-111682,2017-06-17,Consumer,New York,East,Furniture,319.41,2017,5,6
58,CA-2017-111682,2017-06-17,Consumer,New York,East,Office Supplies,14.56,2017,5,6
59,CA-2017-111682,2017-06-17,Consumer,New York,East,Technology,30.0,2017,5,6
60,CA-2017-111682,2017-06-17,Consumer,New York,East,Office Supplies,48.48,2017,5,6
61,CA-2017-111682,2017-06-17,Consumer,New York,East,Office Supplies,1.68,2017,5,6
62,CA-2016-135545,2016-11-24,Consumer,California,West,Technology,13.98,2016,3,11
63,CA-2016-135545,2016-11-24,Consumer,California,West,Office Supplies,25.824,2016,3,11
64,CA-2016-135545,2016-11-24,Consumer,California,West,Office Supplies,146.73,2016,3,11
65,CA-2016-135545,2016-11-24,Consumer,California,West,Furniture,79.76,2016,3,11
66,US-2016-164175,2016-04-30,Home Office,Illinois,Central,Furniture,213.115,2016,5,4
67,CA-2015-106376,2015-05-12,Corporate,Arizona,West,Office Supplies,1113.024,2015,1,5
68,CA-2015-106376,2015-05-12,Corporate,Arizona,West,Technology,167.968,2015,1,5
69,CA-2017-119823,2017-04-06,Consumer,Virginia,South,Office Supplies,75.88,2017,3,4
70,CA-2017-106075,2017-09-18,Consumer,New York,East,Office Supplies,4.616,2017,0,9
71,CA-2018-114440,2018-09-14,Consumer,Michigan,Central,Office Supplies,19.05,2018,4,9
72,US-2016-134026,2016-04-26,Consumer,Tennessee,South,Furniture,831.936,2016,1,4
73,US-2016-134026,2016-04-26,Consumer,Tennessee,South,Furniture,97.04,2016,1,4
74,US-2016-134026,2016-04-26,Consumer,Tennessee,South,Office Supplies,72.784,2016,1,4
75,US-2018-118038,2018-09-12,Corporate,Texas,Central,Office Supplies,1.248,2018,2,9
76,US-2018-118038,2018-09-12,Corporate,Texas,Central,Furniture,9.708,2018,2,9
77,US-2018-118038,2018-09-12,Corporate,Texas,Central,Office Supplies,27.24,2018,2,9
78,US-2015-147606,2015-11-26,Consumer,Texas,Central,Furniture,19.3,2015,3,11
79,CA-2017-127208,2017-12-06,Corporate,Alabama,South,Office Supplies,208.16,2017,2,12
80,CA-2017-127208,2017-12-06,Corporate,Alabama,South,Office Supplies,16.74,2017,2,12
81,CA-2015-139451,2015-12-10,Consumer,California,West,Office Supplies,14.9,2015,3,12
82,CA-2015-139451,2015-12-10,Consumer,California,West,Office Supplies,21.39,2015,3,12
83,CA-2016-149734,2016-03-09,Corporate,North Carolina,South,Office Supplies,200.984,2016,2,3
84,US-2018-119662,2018-11-13,Home Office,Illinois,Central,Office Supplies,230.376,2018,1,11
85,CA-2018-140088,2018-05-28,Consumer,South Carolina,South,Furniture,301.96,2018,0,5
86,CA-2018-155558,2018-10-26,Consumer,Minnesota,Central,Technology,19.99,2018,4,10
87,CA-2018-155558,2018-10-26,Consumer,Minnesota,Central,Office Supplies,6.16,2018,4,10
88,CA-2017-159695,2017-05-04,Home Office,Texas,Central,Office Supplies,158.368,2017,3,5
89,CA-2017-109806,2017-09-17,Corporate,California,West,Office Supplies,20.1,2017,6,9
90,CA-2017-109806,2017-09-17,Corporate,California,West,Technology,73.584,2017,6,9
91,CA-2017-109806,2017-09-17,Corporate,California,West,Office Supplies,6.48,2017,6,9
92,CA-2016-149587,2016-01-31,Consumer,Minnesota,Central,Office Supplies,12.96,2016,6,1
93,CA-2016-149587,2016-01-31,Consumer,Minnesota,Central,Furniture,53.34,2016,6,1
94,CA-2016-149587,2016-01-31,Consumer,Minnesota,Central,Office Supplies,32.96,2016,6,1
95,US-2018-109484,2018-06-11,Home Office,Oregon,West,Office Supplies,5.682,2018,0,6
96,CA-2018-161018,2018-09-11,Home Office,New York,East,Furniture,96.53,2018,1,9
97,CA-2018-157833,2018-06-17,Consumer,California,West,Office Supplies,51.312,2018,6,6
98,CA-2017-149223,2017-06-09,Corporate,Minnesota,Central,Office Supplies,77.88,2017,4,6
99,CA-2017-158568,2017-08-29,Home Office,Illinois,Central,Office Supplies,64.624,2017,1,8
100,CA-2017-158568,2017-08-29,Home Office,Illinois,Central,Technology,95.976,2017,1,8
101,CA-2017-158568,2017-08-29,Home Office,Illinois,Central,Office Supplies,1.788,2017,1,8
102,CA-2017-129903,2017-01-12,Consumer,Minnesota,Central,Office Supplies,23.92,2017,3,1
103,US-2016-156867,2016-11-13,Consumer,Colorado,West,Technology,238.896,2016,6,11
104,US-2016-156867,2016-11-13,Consumer,Colorado,West,Furniture,102.36,2016,6,11
105,US-2016-156867,2016-11-13,Consumer,Colorado,West,Office Supplies,36.882,2016,6,11
106,CA-2018-119004,2018-11-23,Consumer,North Carolina,South,Technology,74.112,2018,4,11
107,CA-2018-119004,2018-11-23,Consumer,North Carolina,South,Technology,27.992,2018,4,11
108,CA-2018-119004,2018-11-23,Consumer,North Carolina,South,Office Supplies,3.304,2018,4,11
109,CA-2016-129476,2016-10-15,Home Office,Illinois,Central,Technology,339.96,2016,5,10
110,CA-2018-146780,2018-12-25,Corporate,New York,East,Furniture,41.96,2018,1,12
111,CA-2017-128867,2017-03-11,Consumer,Iowa,Central,Office Supplies,75.96,2017,5,3
112,CA-2017-128867,2017-03-11,Consumer,Iowa,Central,Office Supplies,27.24,2017,5,3
113,CA-2015-115259,2015-08-25,Consumer,Ohio,East,Office Supplies,40.096,2015,1,8
114,CA-2015-115259,2015-08-25,Consumer,Ohio,East,Office Supplies,4.72,2015,1,8
115,CA-2015-115259,2015-08-25,Consumer,Ohio,East,Office Supplies,23.976,2015,1,8
116,CA-2015-115259,2015-08-25,Consumer,Ohio,East,Office Supplies,130.464,2015,1,8
117,CA-2016-110457,2016-02-03,Consumer,Washington,West,Furniture,787.53,2016,2,2
118,US-2016-136476,2016-05-04,Corporate,Tennessee,South,Office Supplies,157.794,2016,2,5
119,CA-2017-103730,2017-12-06,Consumer,Delaware,East,Furniture,47.04,2017,2,12
120,CA-2017-103730,2017-12-06,Consumer,Delaware,East,Office Supplies,30.84,2017,2,12
121,CA-2017-103730,2017-12-06,Consumer,Delaware,East,Office Supplies,226.56,2017,2,12
122,CA-2017-103730,2017-12-06,Consumer,Delaware,East,Office Supplies,115.02,2017,2,12
123,CA-2017-103730,2017-12-06,Consumer,Delaware,East,Technology,68.04,2017,2,12
124,US-2015-152030,2015-12-26,Home Office,Texas,Central,Furniture,600.558,2015,5,12
125,US-2015-134614,2015-09-20,Consumer,Illinois,Central,Furniture,617.7,2015,6,9
126,US-2018-107272,2018-05-11,Consumer,Arizona,West,Office Supplies,2.388,2018,4,5
127,US-2018-107272,2018-05-11,Consumer,Arizona,West,Office Supplies,243.992,2018,4,5
128,US-2017-125969,2017-06-11,Home Office,California,West,Furniture,81.424,2017,6,6
129,US-2017-125969,2017-06-11,Home Office,California,West,Furniture,238.56,2017,6,6
130,US-2018-164147,2018-02-02,Corporate,Ohio,East,Technology,59.97,2018,4,2
131,US-2018-164147,2018-02-02,Corporate,Ohio,East,Office Supplies,78.304,2018,4,2
132,US-2018-164147,2018-02-02,Corporate,Ohio,East,Office Supplies,21.456,2018,4,2
133,CA-2017-145583,2017-10-13,Consumer,California,West,Office Supplies,20.04,2017,4,10
134,CA-2017-145583,2017-10-13,Consumer,California,West,Office Supplies,35.44,2017,4,10
135,CA-2017-145583,2017-10-13,Consumer,California,West,Office Supplies,11.52,2017,4,10
136,CA-2017-145583,2017-10-13,Consumer,California,West,Office Supplies,4.02,2017,4,10
137,CA-2017-145583,2017-10-13,Consumer,California,West,Office Supplies,76.176,2017,4,10
138,CA-2017-145583,2017-10-13,Consumer,California,West,Office Supplies,65.88,2017,4,10
139,CA-2017-145583,2017-10-13,Consumer,California,West,Furniture,43.12,2017,4,10
140,CA-2017-110366,2017-05-09,Corporate,Pennsylvania,East,Furniture,82.8,2017,1,5
141,CA-2018-106180,2018-09-18,Corporate,California,West,Office Supplies,8.82,2018,1,9
142,CA-2018-106180,2018-09-18,Corporate,California,West,Office Supplies,10.86,2018,1,9
143,CA-2018-106180,2018-09-18,Corporate,California,West,Office Supplies,143.7,2018,1,9
144,CA-2018-155376,2018-12-22,Consumer,Missouri,Central,Office Supplies,839.43,2018,5,12
145,CA-2016-110744,2016-07-09,Consumer,California,West,Office Supplies,671.93,2016,5,7
146,CA-2015-110072,2015-10-22,Home Office,Ohio,East,Furniture,93.888,2015,3,10
147,CA-2017-114489,2017-05-12,Corporate,Wisconsin,Central,Technology,384.45,2017,4,5
148,CA-2017-114489,2017-05-12,Corporate,Wisconsin,Central,Technology,149.97,2017,4,5
149,CA-2017-114489,2017-05-12,Corporate,Wisconsin,Central,Furniture,1951.84,2017,4,5
150,CA-2017-114489,2017-05-12,Corporate,Wisconsin,Central,Office Supplies,171.55,2017,4,5
151,CA-2017-158834,2017-03-13,Home Office,Arizona,West,Office Supplies,157.92,2017,0,3
152,CA-2017-158834,2017-03-13,Home Office,Arizona,West,Technology,203.184,2017,0,3
153,CA-2016-124919,2016-05-31,Corporate,California,West,Office Supplies,58.38,2016,1,5
154,CA-2016-124919,2016-05-31,Corporate,California,West,Office Supplies,105.52,2016,1,5
155,CA-2016-124919,2016-05-31,Corporate,California,West,Office Supplies,80.88,2016,1,5
156,CA-2016-118948,2016-05-28,Home Office,Washington,West,Office Supplies,6.63,2016,5,5
157,CA-2015-104269,2015-01-03,Consumer,Washington,West,Furniture,457.568,2015,5,1
158,CA-2017-114104,2017-11-20,Consumer,Oklahoma,Central,Office Supplies,14.62,2017,0,11
159,CA-2017-114104,2017-11-20,Consumer,Oklahoma,Central,Technology,944.93,2017,0,11
160,CA-2017-162733,2017-11-05,Consumer,California,West,Office Supplies,5.98,2017,6,11
161,CA-2016-119697,2016-12-28,Consumer,Pennsylvania,East,Technology,54.384,2016,2,12
162,CA-2017-154508,2017-11-16,Consumer,New Mexico,West,Office Supplies,28.4,2017,3,11
163,CA-2017-113817,2017-07-11,Consumer,Washington,West,Office Supplies,27.68,2017,1,7
164,CA-2015-139892,2015-08-09,Consumer,Texas,Central,Office Supplies,9.936,2015,6,8
165,CA-2015-139892,2015-08-09,Consumer,Texas,Central,Technology,8159.952,2015,6,8
166,CA-2015-139892,2015-08-09,Consumer,Texas,Central,Office Supplies,275.928,2015,6,8
167,CA-2015-139892,2015-08-09,Consumer,Texas,Central,Furniture,1740.06,2015,6,8
168,CA-2015-139892,2015-08-09,Consumer,Texas,Central,Office Supplies,32.064,2015,6,8
169,CA-2015-139892,2015-08-09,Consumer,Texas,Central,Office Supplies,177.98,2015,6,8
170,CA-2015-139892,2015-08-09,Consumer,Texas,Central,Technology,143.976,2015,6,8
171,CA-2015-118962,2015-05-08,Consumer,California,West,Office Supplies,20.94,2015,4,5
172,CA-2015-118962,2015-05-08,Consumer,California,West,Office Supplies,110.96,2015,4,5
173,CA-2015-118962,2015-05-08,Consumer,California,West,Furniture,340.144,2015,4,5
174,US-2015-100853,2015-09-14,Corporate,Illinois,Central,Office Supplies,52.448,2015,0,9
175,US-2015-100853,2015-09-14,Corporate,Illinois,Central,Office Supplies,20.16,2015,0,9
176,US-2018-152366,2018-04-21,Consumer,Texas,Central,Office Supplies,97.264,2018,5,4
177,US-2016-101511,2016-11-21,Consumer,Ohio,East,Furniture,396.802,2016,0,11
178,US-2016-101511,2016-11-21,Consumer,Ohio,East,Office Supplies,15.88,2016,0,11
179,CA-2016-137225,2016-12-15,Home Office,New York,East,Office Supplies,3.28,2016,3,12
180,CA-2015-166191,2015-05-12,Corporate,Illinois,Central,Office Supplies,24.816,2015,1,5
181,CA-2015-166191,2015-05-12,Corporate,Illinois,Central,Technology,408.744,2015,1,5
182,CA-2015-158274,2015-11-19,Home Office,Louisiana,South,Technology,503.96,2015,3,11
183,CA-2015-158274,2015-11-19,Home Office,Louisiana,South,Technology,149.95,2015,3,11
184,CA-2015-158274,2015-11-19,Home Office,Louisiana,South,Technology,29.0,2015,3,11
185,CA-2017-105018,2017-11-28,Consumer,Connecticut,East,Office Supplies,7.16,2017,1,11
186,CA-2015-123260,2015-08-26,Home Office,California,West,Technology,176.8,2015,2,8
187,CA-2017-157000,2017-07-16,Corporate,Texas,Central,Office Supplies,37.224,2017,6,7
188,CA-2017-157000,2017-07-16,Corporate,Texas,Central,Office Supplies,20.016,2017,6,7
189,CA-2016-102281,2016-12-10,Home Office,New York,East,Furniture,899.136,2016,5,12
190,CA-2016-102281,2016-12-10,Home Office,New York,East,Technology,71.76,2016,5,12
191,CA-2016-102281,2016-12-10,Home Office,New York,East,Office Supplies,51.84,2016,5,12
192,CA-2016-102281,2016-12-10,Home Office,New York,East,Furniture,626.352,2016,5,12
193,CA-2016-102281,2016-12-10,Home Office,New York,East,Office Supplies,19.9,2016,5,12
194,CA-2016-131457,2016-10-31,Corporate,California,West,Office Supplies,14.28,2016,0,10
195,CA-2015-140004,2015-03-21,Consumer,Ohio,East,Office Supplies,7.408,2015,5,3
196,CA-2015-140004,2015-03-21,Consumer,Ohio,East,Office Supplies,6.048,2015,5,3
197,CA-2018-107720,2018-06-11,Home Office,New Jersey,East,Office Supplies,46.26,2018,0,6
198,US-2018-124303,2018-06-07,Corporate,Pennsylvania,East,Office Supplies,2.946,2018,3,6
199,US-2018-124303,2018-06-07,Corporate,Pennsylvania,East,Office Supplies,16.056,2018,3,6
200,CA-2018-105074,2018-06-24,Consumer,Ohio,East,Office Supplies,21.744,2018,6,6
201,CA-2015-133690,2015-03-08,Consumer,Colorado,West,Furniture,218.75,2015,6,3
202,CA-2015-133690,2015-03-08,Consumer,Colorado,West,Office Supplies,2.6,2015,6,3
203,US-2018-116701,2018-12-17,Consumer,Texas,Central,Office Supplies,66.284,2018,0,12
204,CA-2018-126382,2018-03-06,Corporate,Tennessee,South,Furniture,35.168,2018,1,3
205,CA-2018-108329,2018-09-12,Consumer,California,West,Technology,444.768,2018,2,9
206,CA-2018-135860,2018-01-12,Consumer,Michigan,Central,Office Supplies,83.92,2018,4,1
207,CA-2018-135860,2018-01-12,Consumer,Michigan,Central,Technology,131.98,2018,4,1
208,CA-2018-135860,2018-01-12,Consumer,Michigan,Central,Office Supplies,15.92,2018,4,1
209,CA-2018-135860,2018-01-12,Consumer,Michigan,Central,Office Supplies,52.29,2018,4,1
210,CA-2018-135860,2018-01-12,Consumer,Michigan,Central,Office Supplies,91.99,2018,4,1
211,CA-2016-101007,2016-09-02,Corporate,Texas,Central,Technology,20.8,2016,4,9
212,CA-2016-146262,2016-02-01,Corporate,Ohio,East,Office Supplies,23.68,2016,0,2
213,CA-2016-146262,2016-02-01,Corporate,Ohio,East,Furniture,452.45,2016,0,2
214,CA-2016-146262,2016-02-01,Corporate,Ohio,East,Technology,62.982,2016,0,2
215,CA-2016-146262,2016-02-01,Corporate,Ohio,East,Technology,1188.0,2016,0,2
216,CA-2016-146262,2016-02-01,Corporate,Ohio,East,Technology,89.584,2016,0,2
217,CA-2017-130162,2017-10-28,Consumer,California,West,Office Supplies,93.06,2017,5,10
218,CA-2017-130162,2017-10-28,Consumer,California,West,Technology,302.376,2017,5,10
219,CA-2016-169397,2016-12-24,Consumer,Ohio,East,Office Supplies,5.584,2016,5,12
220,CA-2016-169397,2016-12-24,Consumer,Ohio,East,Office Supplies,22.704,2016,5,12
221,CA-2016-169397,2016-12-24,Consumer,Ohio,East,Office Supplies,19.776,2016,5,12
222,CA-2016-169397,2016-12-24,Consumer,Ohio,East,Furniture,72.704,2016,5,12
223,CA-2016-169397,2016-12-24,Consumer,Ohio,East,Technology,479.988,2016,5,12
224,CA-2016-169397,2016-12-24,Consumer,Ohio,East,Office Supplies,27.168,2016,5,12
225,CA-2016-163055,2016-09-08,Corporate,Michigan,Central,Office Supplies,2.2,2016,3,9
226,CA-2016-163055,2016-09-08,Corporate,Michigan,Central,Furniture,622.45,2016,3,9
227,CA-2016-163055,2016-09-08,Corporate,Michigan,Central,Office Supplies,21.98,2016,3,9
228,US-2016-145436,2016-02-28,Consumer,Tennessee,South,Furniture,161.568,2016,6,2
229,US-2016-145436,2016-02-28,Consumer,Tennessee,South,Furniture,389.696,2016,6,2
230,US-2015-156216,2015-09-13,Corporate,North Carolina,South,Office Supplies,18.648,2015,6,9
231,US-2018-100930,2018-07-04,Home Office,Florida,South,Furniture,233.86,2018,2,7
232,US-2018-100930,2018-07-04,Home Office,Florida,South,Furniture,620.6145,2018,2,7
233,US-2018-100930,2018-07-04,Home Office,Florida,South,Office Supplies,5.328,2018,2,7
234,US-2018-100930,2018-07-04,Home Office,Florida,South,Furniture,258.072,2018,2,7
235,US-2018-100930,2018-07-04,Home Office,Florida,South,Technology,617.976,2018,2,7
236,CA-2018-160514,2018-12-11,Corporate,California,West,Office Supplies,10.56,2018,1,12
237,CA-2017-157749,2017-04-06,Consumer,Illinois,Central,Office Supplies,25.92,2017,3,4
238,CA-2017-157749,2017-04-06,Consumer,Illinois,Central,Furniture,419.68,2017,3,4
239,CA-2017-157749,2017-04-06,Consumer,Illinois,Central,Furniture,11.688,2017,3,4
240,CA-2017-157749,2017-04-06,Consumer,Illinois,Central,Technology,31.984,2017,3,4
241,CA-2017-157749,2017-04-06,Consumer,Illinois,Central,Furniture,177.225,2017,3,4
242,CA-2017-157749,2017-04-06,Consumer,Illinois,Central,Furniture,4.044,2017,3,4
243,CA-2017-157749,2017-04-06,Consumer,Illinois,Central,Office Supplies,7.408,2017,3,4
244,CA-2015-131926,2015-01-06,Home Office,Minnesota,Central,Furniture,2001.86,2015,1,1
245,CA-2015-131926,2015-01-06,Home Office,Minnesota,Central,Office Supplies,166.72,2015,1,1
246,CA-2015-131926,2015-01-06,Home Office,Minnesota,Central,Office Supplies,47.88,2015,1,1
247,CA-2015-131926,2015-01-06,Home Office,Minnesota,Central,Office Supplies,1503.25,2015,1,1
248,CA-2015-131926,2015-01-06,Home Office,Minnesota,Central,Office Supplies,25.92,2015,1,1
249,CA-2017-154739,2017-10-12,Consumer,California,West,Furniture,321.568,2017,3,10
250,CA-2017-145625,2017-11-09,Consumer,California,West,Office Supplies,7.61,2017,3,11
251,CA-2017-145625,2017-11-09,Consumer,California,West,Technology,3347.37,2017,3,11
252,CA-2017-146941,2017-10-12,Consumer,New York,East,Office Supplies,80.58,2017,3,10
253,CA-2017-146941,2017-10-12,Consumer,New York,East,Office Supplies,361.92,2017,3,10
254,US-2016-159982,2016-11-28,Corporate,Illinois,Central,Furniture,12.132,2016,0,11
255,US-2016-159982,2016-11-28,Corporate,Illinois,Central,Office Supplies,82.368,2016,0,11
256,US-2016-159982,2016-11-28,Corporate,Illinois,Central,Office Supplies,53.92,2016,0,11
257,US-2016-159982,2016-11-28,Corporate,Illinois,Central,Technology,647.904,2016,0,11
258,CA-2018-163139,2018-01-12,Consumer,New York,East,Technology,20.37,2018,4,1
259,CA-2018-163139,2018-01-12,Consumer,New York,East,Office Supplies,221.55,2018,4,1
260,CA-2018-163139,2018-01-12,Consumer,New York,East,Office Supplies,17.52,2018,4,1
261,US-2018-155299,2018-08-06,Corporate,Texas,Central,Office Supplies,1.624,2018,0,8
262,US-2015-106992,2015-09-19,Corporate,Texas,Central,Technology,3059.982,2015,5,9
263,US-2015-106992,2015-09-19,Corporate,Texas,Central,Technology,2519.958,2015,5,9
264,CA-2017-125318,2017-06-06,Consumer,Illinois,Central,Technology,328.224,2017,1,6
265,CA-2016-155040,2016-10-11,Consumer,California,West,Technology,79.9,2016,1,10
266,CA-2018-136826,2018-06-16,Corporate,North Carolina,South,Office Supplies,14.016,2018,5,6
267,CA-2017-111010,2017-01-22,Consumer,New Jersey,East,Office Supplies,7.56,2017,6,1
268,US-2018-145366,2018-09-12,Corporate,Ohio,East,Office Supplies,37.208,2018,2,9
269,US-2018-145366,2018-09-12,Corporate,Ohio,East,Office Supplies,57.576,2018,2,9
270,CA-2018-163979,2018-12-28,Corporate,California,West,Office Supplies,725.84,2018,4,12
271,CA-2016-155334,2016-07-30,Consumer,California,West,Technology,209.93,2016,5,7
272,CA-2016-155334,2016-07-30,Consumer,California,West,Furniture,5.28,2016,5,7
273,CA-2016-155334,2016-07-30,Consumer,California,West,Office Supplies,10.92,2016,5,7
274,CA-2018-118136,2018-09-16,Corporate,California,West,Office Supplies,8.82,2018,6,9
275,CA-2018-118136,2018-09-16,Corporate,California,West,Office Supplies,5.98,2018,6,9
276,CA-2018-132976,2018-10-13,Corporate,Pennsylvania,East,Office Supplies,11.648,2018,5,10
277,CA-2018-132976,2018-10-13,Corporate,Pennsylvania,East,Office Supplies,18.176,2018,5,10
278,CA-2018-132976,2018-10-13,Corporate,Pennsylvania,East,Office Supplies,59.712,2018,5,10
279,CA-2018-132976,2018-10-13,Corporate,Pennsylvania,East,Office Supplies,24.84,2018,5,10
280,US-2016-161991,2016-09-26,Consumer,Texas,Central,Office Supplies,2.08,2016,0,9
281,US-2016-161991,2016-09-26,Consumer,Texas,Central,Technology,1114.4,2016,0,9
282,CA-2016-130890,2016-02-11,Consumer,California,West,Furniture,1038.84,2016,3,2
283,CA-2016-130883,2016-09-26,Consumer,Oregon,West,Office Supplies,141.76,2016,0,9
284,CA-2016-130883,2016-09-26,Consumer,Oregon,West,Technology,239.8,2016,0,9
285,CA-2016-130883,2016-09-26,Consumer,Oregon,West,Office Supplies,31.104,2016,0,9
286,CA-2017-112697,2017-12-18,Corporate,Florida,South,Office Supplies,254.058,2017,0,12
287,CA-2017-112697,2017-12-18,Corporate,Florida,South,Office Supplies,194.528,2017,0,12
288,CA-2017-112697,2017-12-18,Corporate,Florida,South,Office Supplies,961.48,2017,0,12
289,CA-2017-110772,2017-11-20,Home Office,Ohio,East,Office Supplies,19.096,2017,0,11
290,CA-2017-110772,2017-11-20,Home Office,Ohio,East,Office Supplies,18.496,2017,0,11
291,CA-2017-110772,2017-11-20,Home Office,Ohio,East,Technology,255.984,2017,0,11
292,CA-2017-110772,2017-11-20,Home Office,Ohio,East,Furniture,86.97,2017,0,11
293,CA-2015-111451,2015-12-26,Corporate,Colorado,West,Furniture,300.416,2015,5,12
294,CA-2015-111451,2015-12-26,Corporate,Colorado,West,Furniture,230.352,2015,5,12
295,CA-2015-111451,2015-12-26,Corporate,Colorado,West,Furniture,218.352,2015,5,12
296,CA-2015-111451,2015-12-26,Corporate,Colorado,West,Office Supplies,78.6,2015,5,12
297,CA-2015-111451,2015-12-26,Corporate,Colorado,West,Office Supplies,27.552,2015,5,12
